mi,di,type
63,102,4
63,107,3
63,107,4
63,108,3
63,114,4
63,142,3
63,149,3
63,169,3
63,172,4
63,185,4
63,206,3
63,211,2
63,213,3
63,214,3
63,218,3
63,243,2
64,27,0
64,28,0
64,31,2
64,31,4
64,34,4
64,36,2
64,36,4
64,43,3
64,46,3
64,49,3
64,76,3
64,102,2
64,102,0
64,102,4
64,108,0
64,108,3
64,110,3
64,119,4
64,156,2
64,168,3
64,169,3
64,169,4
64,192,2
64,197,2
64,198,2
64,201,1
64,206,2
64,214,2
64,214,1
64,214,3
64,214,4
64,216,0
64,216,3
64,217,4
64,243,0
64,244,4
64,250,3
65,14,3
65,17,3
65,25,4
65,26,4
65,27,4
65,28,4
65,31,2
65,31,0
65,31,3
65,31,4
65,32,4
65,36,3
65,38,4
65,39,4
65,41,3
65,41,4
65,42,4
65,43,3
65,45,3
65,46,0
65,46,3
65,49,2
65,49,3
65,49,4
65,51,3
65,53,2
65,53,4
65,65,2
65,65,4
65,67,4
65,75,2
65,76,2
65,76,3
65,76,4
65,91,4
65,92,4
65,93,4
65,97,1
65,97,3
65,97,4
65,102,1
65,102,3
65,102,4
65,108,3
65,113,4
65,117,3
65,120,3
65,142,3
65,146,3
65,167,4
65,184,2
65,206,3
65,206,4
65,210,0
65,217,2
65,217,3
65,217,4
65,218,3
65,218,4
65,224,4
65,232,2
65,232,1
65,232,3
65,232,4
65,234,4
65,245,4
65,254,2
65,256,2
65,261,4
66,13,2
66,21,4
66,22,4
66,23,4
66,29,2
66,31,3
66,31,4
66,36,3
66,38,3
66,46,1
66,46,0
66,46,3
66,46,4
66,49,3
66,53,2
66,53,4
66,72,4
66,75,4
66,76,2
66,83,2
66,92,4
66,93,4
66,94,2
66,94,4
66,102,0
66,102,3
66,102,4
66,103,4
66,107,4
66,113,4
66,114,2
66,114,4
66,116,3
66,120,2
66,131,3
66,135,4
66,142,2
66,149,0
66,149,4
66,150,0
66,152,3
66,155,0
66,158,3
66,159,2
66,169,2
66,169,0
66,169,3
66,169,4
66,171,2
66,172,4
66,177,0
66,182,2
66,182,1
66,186,2
66,186,3
66,206,3
66,206,4
66,216,3
66,216,4
66,217,4
66,218,4
66,220,2
66,229,2
66,231,4
66,233,4
66,239,2
66,239,3
66,241,4
66,246,2
66,250,3
66,251,4
66,254,2
66,254,1
66,256,3
66,258,2
66,262,3
66,263,3
67,7,3
67,7,4
67,11,3
67,11,4
67,12,4
67,13,2
67,19,4
67,21,4
67,22,3
67,26,4
67,28,2
67,28,0
67,28,4
67,31,2
67,31,1
67,31,0
67,31,3
67,31,4
67,33,4
67,35,3
67,37,3
67,38,3
67,38,4
67,41,3
67,43,3
67,43,4
67,44,2
67,44,3
67,45,3
67,46,2
67,46,3
67,46,4
67,49,0
67,49,3
67,49,4
67,50,4
67,51,3
67,52,4
67,53,3
67,53,4
67,59,2
67,61,2
67,61,3
67,64,3
67,64,4
67,68,4
67,72,4
67,74,4
67,75,2
67,75,0
67,75,3
67,75,4
67,76,2
67,76,3
67,76,4
67,77,0
67,80,3
67,83,2
67,83,4
67,88,2
67,92,3
67,93,2
67,93,4
67,97,3
67,97,4
67,102,3
67,102,4
67,107,3
67,107,4
67,108,3
67,113,3
67,116,3
67,118,4
67,119,3
67,124,2
67,130,4
67,131,3
67,131,4
67,137,3
67,137,4
67,149,0
67,149,3
67,153,4
67,155,2
67,155,3
67,160,1
67,169,3
67,169,4
67,172,3
67,173,2
67,185,4
67,186,3
67,188,2
67,192,2
67,194,3
67,202,4
67,206,0
67,206,3
67,206,4
67,210,3
67,212,2
67,212,3
67,212,4
67,216,0
67,216,3
67,216,4
67,217,3
67,218,3
67,218,4
67,224,4
67,228,2
67,232,0
67,232,3
67,232,4
67,233,2
67,234,4
67,235,3
67,247,2
67,247,4
67,261,3
67,261,4
67,262,1
67,262,4
67,265,3
68,13,3
68,21,3
68,23,4
68,28,3
68,31,2
68,45,3
68,46,3
68,46,4
68,53,2
68,53,3
68,65,3
68,76,3
68,76,4
68,83,2
68,83,3
68,94,2
68,100,3
68,102,3
68,106,2
68,107,3
68,116,3
68,133,3
68,140,4
68,142,3
68,147,4
68,149,3
68,156,2
68,165,3
68,169,3
68,175,2
68,176,0
68,185,4
68,189,2
68,202,2
68,205,3
68,206,3
68,211,3
68,216,3
68,216,4
68,226,4
68,229,3
68,231,4
68,244,4
68,256,2
68,256,0
68,256,3
68,260,4
69,2,2
69,3,2
69,4,2
69,5,3
69,6,3
69,7,3
69,15,2
69,19,3
69,21,2
69,21,0
69,21,3
69,21,4
69,26,3
69,26,4
69,27,4
69,28,0
69,28,3
69,28,4
69,31,2
69,31,0
69,31,3
69,31,4
69,33,4
69,34,4
69,35,3
69,36,3
69,37,0
69,37,4
69,38,3
69,38,4
69,41,3
69,42,4
69,45,2
69,45,3
69,46,2
69,46,0
69,46,3
69,46,4
69,49,2
69,49,3
69,49,4
69,50,4
69,51,4
69,52,4
69,53,3
69,53,4
69,59,2
69,61,2
69,61,3
69,62,2
69,64,3
69,64,4
69,67,1
69,68,3
69,74,4
69,75,2
69,75,3
69,75,4
69,76,2
69,76,0
69,76,3
69,76,4
69,78,2
69,83,2
69,83,3
69,88,2
69,92,3
69,93,2
69,93,3
69,93,4
69,94,4
69,97,3
69,97,4
69,98,4
69,102,3
69,102,4
69,107,2
69,107,0
69,107,3
69,107,4
69,108,3
69,108,4
69,113,3
69,114,2
69,119,4
69,124,2
69,124,3
69,125,3
69,131,4
69,137,3
69,138,3
69,140,3
69,147,4
69,155,3
69,165,0
69,169,2
69,169,0
69,169,3
69,169,4
69,170,4
69,173,4
69,184,0
69,184,4
69,185,4
69,186,2
69,186,0
69,186,3
69,186,4
69,187,4
69,188,2
69,191,2
69,191,3
69,192,2
69,197,2
69,200,0
69,200,4
69,205,3
69,206,0
69,206,3
69,206,4
69,210,3
69,212,3
69,214,3
69,216,3
69,217,2
69,217,0
69,217,3
69,217,4
69,218,2
69,218,3
69,218,4
69,224,3
69,224,4
69,227,3
69,228,2
69,232,1
69,232,0
69,232,3
69,232,4
69,235,3
69,241,3
69,246,4
69,247,3
69,252,2
69,252,3
69,254,2
69,256,3
69,261,3
69,261,4
69,262,3
69,262,4
69,265,3
70,0,0
70,1,2
70,1,0
70,11,3
70,13,2
70,13,0
70,13,3
70,15,4
70,19,0
70,19,3
70,19,4
70,20,3
70,21,2
70,21,0
70,21,3
70,24,0
70,28,0
70,31,2
70,31,0
70,31,3
70,31,4
70,33,4
70,35,4
70,38,0
70,38,3
70,46,0
70,46,3
70,46,4
70,48,0
70,49,2
70,49,0
70,49,3
70,53,0
70,53,3
70,54,4
70,55,4
70,60,4
70,61,0
70,61,3
70,62,0
70,63,2
70,69,3
70,70,2
70,70,0
70,71,2
70,71,4
70,72,2
70,73,0
70,75,4
70,76,0
70,76,3
70,76,4
70,78,2
70,78,0
70,80,4
70,81,2
70,81,3
70,81,4
70,82,2
70,83,2
70,83,0
70,84,0
70,84,4
70,85,0
70,85,3
70,86,0
70,87,4
70,92,0
70,94,2
70,94,4
70,96,2
70,96,0
70,97,0
70,102,2
70,102,0
70,102,3
70,102,4
70,103,0
70,103,4
70,107,0
70,107,3
70,109,2
70,110,0
70,111,0
70,112,3
70,113,0
70,114,2
70,117,0
70,117,3
70,117,4
70,118,2
70,118,4
70,120,0
70,122,3
70,123,3
70,123,4
70,124,2
70,124,0
70,129,0
70,130,3
70,131,3
70,131,4
70,132,4
70,133,3
70,137,0
70,138,4
70,140,2
70,140,0
70,140,3
70,140,4
70,142,2
70,143,0
70,144,0
70,149,3
70,152,2
70,153,2
70,155,3
70,157,2
70,161,4
70,162,0
70,167,4
70,169,0
70,169,3
70,169,4
70,170,3
70,170,4
70,172,3
70,172,4
70,173,0
70,173,3
70,174,1
70,176,4
70,182,1
70,183,0
70,185,4
70,186,2
70,186,0
70,186,3
70,186,4
70,188,3
70,189,0
70,190,0
70,191,2
70,191,0
70,192,2
70,200,4
70,202,2
70,202,0
70,205,0
70,205,4
70,206,0
70,206,3
70,206,4
70,211,2
70,212,2
70,212,4
70,214,2
70,214,3
70,214,4
70,217,0
70,217,4
70,218,2
70,218,4
70,221,4
70,227,0
70,232,2
70,232,1
70,232,0
70,232,3
70,232,4
70,233,2
70,233,0
70,233,3
70,233,4
70,235,0
70,243,2
70,243,0
70,243,3
70,243,4
70,246,4
70,247,2
70,247,0
70,247,3
70,247,4
70,248,2
70,248,4
70,252,3
70,252,4
70,254,2
70,254,1
70,254,0
70,254,4
70,256,2
70,256,0
70,256,3
70,259,4
70,260,0
70,261,0
70,261,4
70,262,3
71,3,2
71,8,4
71,14,4
71,17,4
71,18,4
71,19,4
71,21,2
71,21,4
71,23,4
71,28,4
71,29,2
71,31,2
71,31,0
71,31,3
71,31,4
71,32,4
71,35,2
71,35,4
71,36,3
71,43,3
71,44,3
71,46,3
71,49,2
71,49,0
71,54,3
71,54,4
71,64,0
71,74,2
71,76,3
71,76,4
71,81,3
71,91,4
71,92,4
71,94,2
71,94,4
71,100,2
71,102,3
71,102,4
71,103,4
71,107,3
71,107,4
71,108,3
71,113,4
71,120,2
71,122,3
71,124,2
71,131,0
71,131,3
71,131,4
71,138,2
71,153,2
71,155,2
71,169,0
71,169,4
71,177,2
71,177,3
71,182,2
71,186,4
71,191,2
71,191,3
71,192,2
71,198,2
71,204,4
71,206,3
71,210,4
71,212,3
71,214,4
71,216,3
71,217,0
71,217,4
71,218,3
71,218,4
71,221,4
71,232,2
71,232,3
71,232,4
71,233,2
71,233,3
71,246,4
71,247,3
71,248,4
71,252,2
71,253,2
71,256,2
71,256,0
71,256,3
71,256,4
72,31,3
72,177,3
72,219,2
72,260,4
73,27,4
73,76,4
73,107,4
73,177,3
73,210,4
73,260,4
74,2,3
74,7,3
74,7,4
74,8,4
74,13,4
74,17,2
74,19,2
74,19,3
74,28,4
74,31,2
74,31,1
74,31,0
74,31,3
74,31,4
74,33,4
74,36,1
74,36,3
74,38,3
74,43,4
74,45,0
74,45,4
74,46,2
74,46,1
74,46,3
74,46,4
74,49,3
74,53,3
74,54,3
74,65,3
74,75,4
74,76,1
74,76,3
74,76,4
74,82,2
74,92,1
74,92,0
74,102,2
74,102,1
74,102,0
74,102,3
74,102,4
74,103,1
74,103,4
74,107,3
74,107,4
74,108,3
74,109,3
74,114,4
74,119,4
74,131,3
74,140,3
74,152,2
74,153,2
74,155,2
74,169,2
74,169,1
74,170,3
74,185,2
74,186,3
74,190,2
74,190,3
74,192,2
74,193,4
74,206,3
74,206,4
74,212,3
74,215,1
74,216,2
74,216,4
74,217,3
74,218,3
74,218,4
74,232,1
74,232,3
74,248,4
74,254,4
75,4,3
75,8,4
75,19,2
75,19,3
75,31,2
75,31,1
75,31,0
75,31,3
75,38,0
75,46,3
75,46,4
75,49,3
75,49,4
75,76,3
75,102,4
75,156,3
75,167,3
75,167,4
75,169,2
75,169,4
75,186,0
75,186,3
75,217,4
75,218,3
75,253,2
76,0,0
76,11,0
76,20,4
76,31,1
76,31,0
76,31,3
76,31,4
76,46,0
76,46,3
76,48,4
76,49,3
76,51,4
76,53,0
76,53,3
76,53,4
76,76,1
76,76,0
76,76,3
76,78,2
76,78,0
76,82,3
76,100,4
76,102,0
76,102,3
76,107,1
76,108,3
76,108,4
76,111,0
76,113,0
76,115,1
76,117,0
76,121,4
76,131,3
76,143,0
76,155,3
76,168,4
76,169,0
76,202,0
76,202,3
76,206,2
76,206,0
76,206,3
76,206,4
76,217,3
76,229,2
76,232,3
76,243,0
76,251,0
76,256,0
76,260,0
76,261,1
77,8,3
77,8,4
77,20,4
77,21,0
77,21,3
77,24,3
77,28,3
77,28,4
77,29,2
77,31,3
77,32,4
77,38,3
77,46,0
77,46,3
77,46,4
77,49,3
77,49,4
77,53,2
77,53,4
77,54,4
77,56,3
77,59,4
77,63,2
77,63,4
77,64,3
77,65,2
77,69,4
77,72,2
77,73,3
77,75,4
77,76,3
77,76,4
77,82,2
77,83,2
77,85,0
77,93,4
77,97,3
77,98,4
77,100,3
77,102,3
77,102,4
77,108,0
77,108,4
77,111,3
77,114,0
77,114,4
77,115,0
77,117,2
77,119,4
77,122,2
77,122,3
77,122,4
77,123,3
77,124,2
77,130,4
77,131,3
77,131,4
77,132,3
77,138,2
77,140,0
77,145,3
77,149,0
77,149,3
77,149,4
77,152,0
77,153,2
77,153,3
77,153,4
77,154,3
77,155,2
77,155,3
77,156,2
77,158,3
77,166,0
77,169,3
77,169,4
77,170,4
77,171,2
77,172,2
77,172,3
77,172,4
77,173,2
77,173,3
77,174,3
77,178,3
77,186,2
77,186,3
77,186,4
77,190,3
77,191,2
77,198,2
77,201,4
77,202,2
77,202,0
77,202,3
77,202,4
77,206,3
77,212,2
77,212,0
77,215,3
77,216,0
77,216,3
77,216,4
77,217,4
77,218,2
77,218,3
77,218,4
77,224,4
77,228,2
77,228,4
77,232,3
77,233,3
77,233,4
77,240,4
77,246,3
77,247,2
77,247,0
77,248,4
77,254,2
77,254,3
77,254,4
77,256,3
77,258,4
78,5,4
78,13,2
78,18,3
78,31,1
78,31,0
78,31,4
78,46,4
78,49,4
78,53,2
78,61,3
78,102,2
78,186,2
78,186,0
78,192,2
78,205,0
78,206,3
78,217,0
78,219,2
78,256,2
79,31,4
79,49,4
79,53,2
79,102,2
79,205,0
79,256,2
80,5,4
80,19,2
80,19,0
80,19,3
80,21,1
80,21,3
80,28,2
80,28,1
80,31,3
80,31,4
80,36,1
80,36,3
80,46,1
80,46,3
80,49,2
80,49,3
80,64,0
80,65,3
80,75,4
80,76,1
80,76,0
80,76,4
80,85,3
80,92,1
80,102,3
80,103,1
80,103,4
80,107,3
80,108,3
80,115,1
80,169,2
80,190,3
80,206,3
80,210,4
80,217,3
80,218,3
80,229,2
80,229,4
80,232,3
80,248,4
80,254,4
81,13,3
81,92,4
81,107,3
81,107,4
81,185,4
81,206,4
81,232,3
82,13,3
82,31,0
82,92,4
82,107,3
82,107,4
82,185,4
82,186,0
82,206,4
82,217,0
82,232,3
83,46,3
83,76,3
83,76,4
83,78,3
83,107,0
83,108,4
83,112,2
83,155,2
83,192,2
83,232,0
83,232,3
83,244,4
83,256,4
84,1,3
84,4,2
84,4,0
84,5,4
84,7,2
84,7,3
84,7,4
84,11,4
84,13,3
84,15,4
84,19,3
84,19,4
84,20,3
84,21,3
84,21,4
84,23,4
84,28,2
84,29,2
84,31,2
84,31,3
84,31,4
84,33,4
84,37,4
84,38,0
84,38,3
84,41,4
84,45,3
84,46,2
84,46,0
84,46,3
84,46,4
84,49,2
84,49,3
84,49,4
84,50,4
84,51,4
84,53,3
84,53,4
84,57,3
84,58,2
84,58,4
84,61,3
84,61,4
84,63,0
84,64,2
84,68,4
84,70,2
84,71,3
84,73,4
84,74,3
84,74,4
84,75,2
84,75,3
84,75,4
84,76,2
84,76,3
84,76,4
84,77,4
84,78,2
84,79,2
84,79,3
84,80,4
84,81,2
84,83,2
84,83,0
84,83,3
84,84,4
84,87,3
84,87,4
84,88,4
84,92,4
84,96,0
84,97,2
84,100,2
84,102,0
84,102,3
84,102,4
84,103,3
84,107,0
84,107,3
84,107,4
84,108,3
84,108,4
84,109,2
84,111,2
84,111,0
84,111,4
84,113,4
84,114,2
84,114,3
84,115,2
84,115,0
84,117,3
84,118,2
84,118,0
84,122,2
84,122,3
84,124,2
84,124,0
84,124,3
84,124,4
84,126,0
84,127,2
84,127,3
84,128,3
84,128,4
84,130,0
84,130,4
84,131,3
84,131,4
84,136,3
84,140,3
84,144,2
84,144,3
84,146,3
84,147,3
84,147,4
84,149,2
84,149,3
84,149,4
84,150,2
84,150,3
84,152,2
84,153,2
84,153,3
84,153,4
84,155,2
84,155,0
84,155,3
84,155,4
84,156,2
84,156,4
84,158,2
84,161,3
84,161,4
84,162,3
84,166,3
84,166,4
84,167,3
84,169,2
84,169,3
84,169,4
84,170,4
84,172,1
84,172,3
84,172,4
84,173,2
84,173,0
84,173,3
84,173,4
84,174,2
84,174,4
84,175,2
84,175,4
84,176,4
84,177,2
84,177,0
84,177,4
84,178,2
84,180,1
84,180,0
84,182,2
84,182,1
84,183,0
84,186,2
84,186,0
84,186,3
84,186,4
84,190,1
84,190,3
84,191,2
84,191,3
84,191,4
84,192,2
84,193,4
84,198,0
84,199,4
84,200,4
84,202,2
84,202,3
84,202,4
84,206,2
84,206,0
84,206,3
84,206,4
84,212,4
84,214,2
84,214,4
84,216,3
84,216,4
84,217,0
84,217,3
84,217,4
84,218,2
84,218,3
84,218,4
84,220,2
84,221,4
84,228,2
84,229,2
84,229,3
84,232,3
84,232,4
84,233,2
84,233,4
84,236,4
84,238,4
84,243,2
84,243,3
84,243,4
84,246,4
84,247,2
84,247,3
84,248,2
84,248,4
84,250,0
84,251,4
84,252,2
84,252,0
84,252,3
84,252,4
84,254,2
84,254,3
84,254,4
84,256,2
84,256,4
84,258,4
84,259,3
84,260,2
84,260,4
84,261,4
84,262,3
84,263,3
84,264,2
84,264,3
84,264,4
85,1,3
85,6,3
85,7,4
85,15,3
85,19,3
85,19,4
85,20,4
85,28,4
85,31,2
85,31,0
85,31,3
85,31,4
85,36,3
85,38,4
85,46,0
85,46,3
85,46,4
85,49,1
85,49,0
85,49,3
85,49,4
85,53,3
85,53,4
85,76,3
85,81,2
85,81,0
85,83,2
85,85,0
85,88,2
85,93,3
85,95,4
85,96,2
85,97,4
85,102,0
85,107,4
85,108,2
85,108,4
85,113,3
85,115,0
85,117,3
85,117,4
85,136,3
85,139,2
85,140,3
85,140,4
85,146,2
85,149,2
85,149,0
85,149,3
85,149,4
85,150,0
85,152,2
85,153,2
85,153,1
85,153,0
85,153,3
85,153,4
85,155,1
85,155,3
85,157,2
85,163,4
85,169,3
85,169,4
85,172,0
85,172,3
85,172,4
85,173,3
85,173,4
85,179,0
85,183,4
85,186,0
85,186,3
85,186,4
85,190,2
85,190,0
85,190,3
85,191,4
85,197,3
85,201,3
85,203,4
85,206,1
85,206,3
85,207,4
85,210,3
85,214,3
85,214,4
85,216,3
85,218,4
85,224,4
85,225,2
85,225,0
85,225,3
85,232,0
85,232,3
85,232,4
85,243,4
85,244,4
85,247,2
85,261,4
86,13,2
86,13,3
86,20,4
86,23,4
86,26,4
86,28,4
86,29,2
86,31,3
86,33,4
86,38,4
86,46,2
86,46,0
86,46,3
86,46,4
86,48,3
86,49,4
86,60,4
86,72,2
86,76,2
86,76,0
86,78,3
86,83,2
86,93,4
86,99,2
86,102,3
86,102,4
86,107,3
86,108,2
86,108,0
86,108,3
86,108,4
86,114,4
86,118,3
86,118,4
86,131,4
86,140,4
86,153,0
86,153,3
86,157,2
86,157,4
86,164,3
86,167,0
86,179,4
86,186,2
86,186,3
86,186,4
86,191,2
86,191,3
86,197,2
86,197,3
86,203,4
86,206,2
86,206,0
86,206,3
86,217,4
86,218,4
86,223,2
86,225,2
86,232,3
86,232,4
86,250,4
86,254,4
86,261,4
87,6,3
87,24,4
87,31,2
87,31,3
87,31,4
87,33,4
87,46,2
87,46,3
87,46,4
87,49,2
87,49,1
87,49,4
87,53,4
87,76,3
87,80,2
87,102,3
87,102,4
87,107,4
87,108,3
87,114,4
87,115,0
87,118,2
87,147,3
87,149,0
87,149,3
87,149,4
87,150,0
87,152,2
87,153,2
87,153,1
87,153,0
87,153,3
87,153,4
87,155,1
87,157,2
87,158,2
87,164,3
87,172,0
87,172,4
87,173,4
87,175,2
87,179,0
87,179,3
87,186,4
87,190,2
87,190,0
87,190,3
87,191,4
87,200,2
87,206,3
87,206,4
87,216,3
87,216,4
87,217,0
87,217,3
87,218,3
87,219,3
87,224,4
87,225,2
87,225,0
87,228,2
87,232,0
87,232,3
87,232,4
87,243,4
87,247,2
87,250,4
87,261,4
88,13,4
88,24,4
88,31,2
88,31,3
88,33,4
88,38,2
88,46,2
88,46,3
88,46,4
88,49,4
88,53,4
88,76,3
88,80,2
88,102,3
88,102,4
88,107,4
88,108,3
88,114,4
88,118,2
88,147,3
88,149,4
88,153,1
88,153,0
88,153,3
88,153,4
88,158,2
88,164,3
88,172,4
88,175,2
88,186,4
88,190,0
88,190,3
88,200,2
88,206,3
88,206,4
88,216,3
88,216,4
88,217,3
88,218,3
88,219,2
88,224,4
88,225,2
88,228,2
88,232,3
88,232,4
88,243,4
88,247,2
88,250,4
88,261,4
89,6,3
89,7,3
89,8,4
89,21,2
89,21,3
89,23,0
89,25,4
89,28,4
89,31,2
89,31,0
89,31,3
89,31,4
89,32,2
89,32,1
89,33,4
89,34,4
89,36,3
89,37,3
89,37,4
89,38,4
89,45,4
89,46,2
89,46,0
89,46,3
89,46,4
89,49,2
89,49,0
89,49,3
89,49,4
89,55,3
89,61,3
89,65,3
89,71,3
89,72,4
89,75,0
89,75,3
89,75,4
89,76,2
89,76,1
89,76,3
89,76,4
89,78,2
89,78,3
89,81,3
89,83,3
89,93,2
89,93,3
89,93,4
89,95,4
89,96,3
89,100,3
89,102,2
89,102,0
89,102,3
89,102,4
89,103,4
89,104,3
89,107,3
89,107,4
89,108,3
89,108,4
89,111,0
89,114,4
89,115,0
89,119,4
89,122,3
89,124,2
89,128,3
89,131,3
89,131,4
89,133,2
89,144,3
89,149,2
89,149,0
89,149,3
89,149,4
89,150,2
89,150,4
89,152,2
89,152,3
89,153,0
89,153,3
89,154,2
89,154,3
89,155,1
89,155,3
89,156,2
89,156,0
89,156,3
89,158,3
89,158,4
89,160,3
89,160,4
89,165,3
89,169,2
89,169,0
89,169,3
89,169,4
89,172,2
89,172,0
89,172,3
89,172,4
89,173,2
89,173,3
89,173,4
89,174,2
89,174,0
89,174,3
89,175,2
89,175,3
89,177,2
89,177,3
89,177,4
89,178,2
89,179,3
89,182,4
89,183,0
89,185,0
89,185,3
89,186,2
89,186,0
89,186,3
89,186,4
89,190,2
89,191,0
89,191,3
89,191,4
89,196,0
89,200,3
89,202,3
89,205,2
89,206,2
89,206,1
89,206,0
89,206,3
89,206,4
89,210,3
89,212,2
89,216,0
89,216,3
89,216,4
89,217,0
89,217,3
89,217,4
89,218,3
89,218,4
89,229,2
89,229,3
89,231,4
89,232,3
89,232,4
89,235,3
89,241,4
89,243,0
89,244,4
89,245,3
89,252,4
89,254,2
89,254,3
89,257,4
89,259,4
89,261,3
89,261,4
89,262,3
90,173,4
90,182,4
90,186,4
90,190,2
90,200,2
90,200,4
90,206,3
90,214,4
90,216,4
90,229,2
90,254,4
90,256,2
90,261,3
91,18,4
91,31,2
91,31,4
91,46,1
91,46,3
91,49,4
91,59,4
91,76,4
91,78,4
91,102,3
91,113,4
91,117,4
91,139,3
91,149,2
91,149,3
91,153,2
91,153,3
91,155,2
91,155,3
91,157,2
91,162,3
91,169,4
91,172,2
91,173,4
91,182,4
91,186,2
91,186,4
91,190,2
91,200,2
91,200,4
91,206,3
91,214,4
91,216,4
91,223,2
91,229,2
91,254,4
91,261,3
92,8,4
92,20,4
92,31,4
92,46,1
92,46,3
92,59,4
92,76,2
92,102,3
92,102,4
92,107,4
92,108,3
92,113,4
92,117,4
92,131,1
92,152,2
92,153,2
92,153,3
92,155,2
92,157,2
92,160,0
92,162,3
92,169,3
92,185,4
92,206,1
92,216,4
92,218,4
92,222,4
92,232,4
92,241,4
92,260,4
93,8,4
93,20,4
93,31,4
93,46,1
93,46,3
93,59,4
93,102,3
93,102,4
93,107,4
93,108,3
93,113,4
93,117,4
93,153,2
93,153,3
93,155,2
93,157,2
93,162,3
93,169,3
93,185,4
93,200,2
93,216,4
93,218,4
93,222,4
93,241,4
93,260,4
93,261,0
94,13,2
94,13,3
94,13,4
94,31,3
94,34,4
94,46,1
94,46,3
94,46,4
94,65,2
94,96,2
94,102,1
94,102,4
94,107,1
94,107,3
94,107,4
94,118,3
94,125,3
94,151,2
94,153,2
94,155,2
94,169,3
94,169,4
94,185,4
94,197,2
94,200,2
94,206,3
94,210,3
94,216,4
94,218,3
94,232,4
94,254,2
95,34,4
95,46,1
95,46,3
95,107,3
95,107,4
95,108,3
95,113,4
95,155,2
95,157,2
95,185,4
95,200,2
95,217,4
95,218,2
95,224,4
95,232,4
96,5,3
96,5,4
96,10,4
96,21,2
96,21,3
96,28,4
96,31,2
96,31,3
96,31,4
96,34,4
96,35,4
96,36,2
96,37,0
96,38,3
96,39,4
96,41,3
96,41,4
96,44,3
96,46,2
96,46,3
96,46,4
96,49,3
96,49,4
96,51,4
96,53,3
96,60,4
96,62,0
96,70,2
96,76,3
96,76,4
96,83,2
96,89,2
96,92,4
96,99,4
96,100,3
96,102,3
96,102,4
96,106,0
96,107,2
96,107,3
96,108,2
96,108,0
96,108,3
96,108,4
96,114,2
96,114,3
96,114,4
96,118,3
96,118,4
96,122,3
96,131,3
96,141,0
96,157,3
96,160,4
96,166,0
96,167,3
96,167,4
96,169,2
96,169,1
96,169,3
96,169,4
96,175,4
96,185,2
96,185,3
96,186,0
96,186,3
96,186,4
96,190,3
96,206,4
96,210,4
96,216,0
96,216,3
96,217,0
96,217,3
96,217,4
96,218,2
96,218,4
96,228,2
96,229,4
96,232,3
96,232,4
96,239,2
96,245,3
96,247,2
96,249,3
96,261,3
96,261,4
97,5,4
97,7,3
97,28,4
97,31,2
97,31,3
97,31,4
97,34,4
97,36,0
97,38,3
97,39,4
97,43,3
97,46,2
97,46,1
97,46,3
97,46,4
97,48,2
97,49,2
97,51,4
97,52,4
97,53,3
97,68,3
97,76,2
97,76,0
97,76,4
97,89,2
97,91,4
97,92,4
97,93,3
97,97,4
97,99,4
97,102,3
97,102,4
97,108,0
97,108,4
97,109,3
97,112,3
97,122,2
97,146,2
97,146,3
97,149,3
97,169,2
97,169,3
97,169,4
97,175,4
97,185,2
97,185,3
97,186,2
97,186,3
97,188,4
97,206,3
97,206,4
97,210,3
97,214,4
97,216,3
97,217,3
97,217,4
97,218,3
97,218,4
97,232,3
97,232,4
97,239,2
97,241,3
97,256,4
97,259,2
97,261,2
97,261,3
97,261,4
98,7,0
98,46,3
98,49,3
98,53,0
98,59,4
98,102,0
98,106,2
98,107,4
98,108,3
98,108,4
98,169,4
98,171,2
98,172,4
98,206,2
98,206,4
98,213,2
98,217,3
98,237,4
98,240,0
98,240,4
98,251,0
98,251,3
98,264,2
99,28,4
99,31,3
99,31,4
99,36,3
99,45,3
99,46,3
99,49,3
99,51,4
99,53,4
99,76,3
99,76,4
99,81,3
99,97,3
99,102,2
99,102,3
99,102,4
99,108,2
99,108,1
99,117,4
99,118,3
99,127,0
99,163,3
99,169,3
99,171,2
99,186,2
99,186,3
99,197,2
99,206,2
99,206,3
99,217,3
99,232,3
99,251,3
100,28,3
100,45,3
100,46,3
100,49,0
100,49,3
100,76,3
100,92,4
100,101,2
100,102,4
100,108,4
100,114,4
100,117,4
100,121,4
100,127,0
100,144,4
100,153,2
100,169,3
100,169,4
100,185,0
100,186,2
100,186,3
100,190,3
100,202,2
100,202,3
100,202,4
100,206,3
100,217,3
100,218,4
101,11,4
101,12,4
101,19,4
101,38,3
101,44,2
101,45,3
101,46,3
101,46,4
101,48,3
101,49,0
101,49,3
101,49,4
101,60,4
101,76,3
101,83,3
101,102,4
101,140,4
101,153,0
101,169,3
101,217,3
101,217,4
101,232,3
101,232,4
101,237,4
102,13,3
102,46,3
102,130,4
102,229,2
102,232,3
102,236,4
102,244,4
103,8,4
103,11,4
103,13,3
103,19,4
103,25,4
103,28,4
103,31,0
103,31,3
103,31,4
103,34,4
103,36,3
103,37,0
103,37,3
103,37,4
103,45,0
103,45,4
103,46,2
103,46,0
103,46,3
103,46,4
103,51,4
103,75,0
103,75,4
103,76,2
103,76,1
103,76,3
103,76,4
103,83,4
103,88,2
103,102,2
103,102,3
103,102,4
103,107,3
103,108,3
103,108,4
103,113,4
103,114,3
103,115,0
103,119,4
103,128,0
103,149,3
103,150,2
103,150,0
