mi,di,type
60,75,2
60,90,2
60,150,2
60,153,2
61,8,2
61,12,2
61,29,2
61,36,2
61,53,2
61,75,2
61,153,2
62,0,2
62,2,2
62,4,2
62,5,2
62,8,2
62,12,2
62,16,2
62,27,2
62,28,2
62,29,2
62,35,2
62,36,2
62,46,2
62,47,2
62,48,2
62,55,2
62,67,2
62,90,2
62,103,2
62,107,2
62,115,2
62,116,2
62,150,2
62,153,2
63,2,2
63,3,2
63,4,2
63,5,2
63,8,2
63,12,2
63,29,2
63,31,2
63,36,2
63,43,2
63,46,2
63,47,2
63,150,2
63,153,2
64,2,2
64,3,2
64,5,2
64,8,2
64,12,2
64,29,2
64,31,2
64,36,2
64,46,2
64,153,2
65,1,2
65,2,2
65,8,2
65,10,2
65,13,2
65,26,2
65,65,2
65,80,2
66,0,2
66,2,2
66,5,2
66,8,2
66,12,2
66,13,2
66,23,2
66,28,2
66,30,2
66,31,2
66,38,2
66,40,2
66,51,2
66,53,2
66,63,2
66,75,2
66,107,2
66,116,2
66,158,2
66,167,2
68,2,2
68,5,2
68,8,2
68,100,2
69,2,2
69,4,2
69,5,2
69,8,2
69,15,2
69,18,2
69,20,2
69,23,2
69,27,2
69,30,2
69,36,2
69,41,2
69,43,2
69,45,2
69,46,2
69,50,2
69,55,2
69,64,2
69,75,2
69,80,2
69,82,2
69,87,2
69,96,2
69,98,2
69,120,2
70,1,2
70,20,2
70,23,2
70,40,2
70,41,2
70,117,2
71,20,2
71,28,2
71,31,2
71,47,2
71,127,2
72,0,2
72,2,2
72,5,2
72,20,2
72,50,2
72,63,2
73,20,2
73,72,2
74,18,2
74,20,2
74,27,2
74,43,2
75,18,2
75,20,2
75,27,2
76,2,2
76,5,2
76,8,2
76,20,2
76,31,2
76,46,2
76,63,2
76,70,2
76,74,2
76,87,2
77,0,2
77,5,2
77,20,2
77,30,2
77,45,2
77,63,2
77,74,2
78,2,2
78,20,2
78,24,2
78,28,2
78,63,2
78,111,2
78,135,2
79,20,2
80,20,2
81,20,2
82,20,2
83,18,2
83,20,2
84,20,2
85,3,2
85,15,2
85,20,2
85,70,2
86,20,2
86,27,2
86,79,2
86,89,2
86,107,2
86,119,2
87,3,2
87,15,2
87,25,2
87,53,2
87,66,2
87,75,2
87,89,2
87,109,2
88,3,2
88,18,2
88,27,2
88,45,2
89,3,2
89,18,2
89,28,2
89,31,2
89,64,2
89,114,2
90,3,2
90,20,2
90,149,2
91,0,2
91,8,2
91,10,2
91,13,2
91,23,2
91,27,2
91,31,2
91,44,2
91,46,2
91,48,2
91,51,2
91,53,2
91,58,2
91,67,2
91,75,2
91,79,2
91,127,2
92,2,2
92,27,2
92,91,2
92,152,2
93,2,2
93,14,2
93,18,2
93,28,2
93,30,2
93,68,2
93,127,2
93,163,2
94,95,2
94,168,2
95,0,2
95,15,2
95,19,2
95,50,2
95,65,2
95,113,2
96,0,2
96,43,2
96,53,2
96,85,2
97,0,2
97,2,2
97,6,2
97,10,2
97,15,2
97,23,2
97,24,2
97,26,2
97,27,2
97,28,2
97,30,2
97,31,2
97,33,2
97,40,2
97,41,2
97,43,2
97,45,2
97,46,2
97,51,2
97,55,2
97,57,2
97,60,2
97,61,2
97,62,2
97,63,2
97,67,2
97,70,2
97,73,2
97,74,2
97,75,2
97,87,2
97,101,2
97,111,2
97,113,2
97,137,2
97,138,2
97,142,2
98,1,2
98,2,2
98,10,2
98,13,2
98,25,2
98,26,2
98,45,2
98,55,2
98,80,2
98,139,2
99,1,2
99,26,2
99,126,2
100,2,2
100,8,2
100,13,2
100,18,2
100,27,2
100,31,2
100,41,2
100,43,2
100,113,2
100,173,2
101,2,2
101,6,2
101,8,2
101,27,2
101,28,2
101,30,2
101,33,2
101,56,2
101,68,2
101,75,2
101,126,2
101,135,2
102,2,2
102,27,2
102,28,2
102,31,2
102,50,2
102,61,2
102,95,2
103,2,2
103,13,2
103,27,2
103,72,2
103,73,2
103,75,2
103,90,2
104,27,2
104,80,2
105,27,2
105,28,2
105,80,2
106,27,2
106,141,2
107,2,2
107,27,2
107,75,2
107,157,2
108,18,2
108,27,2
109,27,2
110,27,2
110,41,2
110,53,2
111,27,2
112,27,2
112,114,2
113,5,2
113,28,2
113,30,2
113,51,2
113,56,2
113,61,2
113,105,2
113,118,2
113,136,2
114,2,2
114,4,2
114,20,2
114,28,2
114,46,2
114,49,2
114,60,2
115,0,2
115,2,2
115,3,2
115,4,2
115,5,2
115,8,2
115,13,2
115,14,2
115,18,2
115,19,2
115,23,2
115,26,2
115,27,2
115,28,2
115,30,2
115,31,2
115,33,2
115,34,2
115,35,2
115,36,2
115,40,2
115,41,2
115,42,2
115,43,2
115,45,2
115,46,2
115,47,2
115,51,2
115,55,2
115,58,2
115,60,2
115,63,2
115,64,2
115,65,2
115,68,2
115,70,2
115,71,2
115,73,2
115,75,2
115,81,2
115,82,2
115,85,2
115,87,2
115,88,2
115,90,2
115,94,2
115,96,2
115,101,2
115,102,2
115,105,2
115,107,2
115,110,2
115,111,2
115,113,2
115,117,2
115,122,2
115,125,2
115,128,2
115,132,2
115,134,2
115,138,2
115,139,2
115,144,2
115,146,2
115,151,2
115,153,2
115,164,2
115,165,2
115,170,2
116,0,2
116,2,2
116,28,2
116,41,2
117,2,2
117,28,2
117,41,2
118,5,2
118,18,2
118,28,2
118,31,2
118,51,2
118,75,2
118,105,2
118,107,2
118,109,2
118,137,2
119,29,2
119,35,2
120,29,2
120,35,2
120,67,2
121,3,2
121,8,2
121,24,2
121,28,2
121,30,2
121,31,2
121,41,2
121,51,2
121,105,2
122,0,2
122,3,2
122,8,2
122,47,2
122,67,2
122,74,2
122,100,2
123,0,2
123,43,2
123,53,2
123,85,2
124,2,2
124,27,2
124,32,2
124,46,2
125,28,2
125,33,2
125,60,2
125,69,2
126,28,2
126,53,2
126,75,2
126,90,2
126,95,2
126,146,2
128,8,2
128,18,2
128,41,2
128,53,2
129,8,2
129,18,2
129,41,2
129,53,2
130,13,2
130,18,2
130,53,2
131,13,2
131,18,2
131,53,2
132,8,2
132,27,2
132,53,2
132,56,2
132,75,2
133,8,2
133,9,2
133,25,2
133,30,2
133,31,2
133,33,2
133,45,2
133,50,2
133,65,2
133,73,2
133,80,2
133,81,2
133,120,2
134,2,2
134,13,2
134,27,2
134,30,2
134,41,2
134,42,2
134,45,2
134,64,2
134,76,2
134,127,2
135,0,2
135,2,2
135,39,2
135,41,2
135,75,2
136,0,2
136,2,2
136,39,2
136,41,2
136,75,2
137,2,2
137,8,2
137,15,2
137,23,2
137,38,2
137,42,2
137,55,2
137,75,2
137,88,2
137,98,2
137,111,2
138,1,2
138,5,2
138,18,2
138,30,2
138,35,2
138,45,2
138,46,2
138,56,2
138,65,2
138,107,2
138,144,2
139,0,2
139,2,2
139,10,2
139,11,2
139,15,2
139,23,2
139,40,2
139,43,2
139,45,2
139,51,2
139,58,2
139,75,2
139,80,2
139,90,2
139,101,2
139,109,2
139,110,2
139,117,2
139,119,2
139,123,2
139,126,2
139,129,2
140,64,2
141,0,2
141,5,2
141,6,2
141,15,2
141,24,2
141,27,2
141,31,2
141,35,2
141,41,2
141,47,2
141,55,2
141,73,2
141,104,2
141,106,2
141,110,2
141,123,2
141,155,2
142,19,2
142,149,2
143,2,2
143,8,2
143,15,2
143,28,2
143,31,2
143,33,2
143,43,2
143,45,2
143,55,2
143,63,2
143,88,2
143,96,2
143,111,2
144,2,2
144,5,2
144,13,2
144,18,2
144,27,2
144,36,2
144,41,2
144,43,2
144,160,2
145,36,2
145,42,2
146,36,2
146,42,2
147,4,2
147,17,2
147,23,2
147,40,2
147,46,2
147,78,2
147,105,2
147,111,2
147,132,2
147,134,2
148,2,2
148,106,2
148,107,2
149,2,2
149,24,2
149,43,2
149,106,2
149,109,2
149,117,2
149,157,2
150,2,2
151,2,2
152,2,2
152,18,2
152,27,2
152,39,2
152,47,2
152,74,2
152,141,2
153,2,2
153,8,2
154,2,2
154,109,2
155,18,2
156,3,2
156,28,2
156,30,2
156,43,2
156,66,2
156,157,2
157,27,2
157,30,2
157,31,2
157,43,2
158,2,2
158,20,2
158,27,2
158,28,2
158,31,2
158,43,2
158,46,2
158,53,2
158,62,2
158,63,2
158,75,2
158,107,2
158,113,2
158,120,2
158,127,2
159,8,2
159,41,2
159,61,2
161,4,2
161,5,2
161,17,2
161,18,2
161,20,2
161,27,2
161,28,2
161,31,2
161,41,2
161,43,2
161,60,2
161,69,2
161,74,2
161,77,2
161,110,2
161,114,2
161,116,2
161,126,2
161,141,2
161,171,2
162,18,2
163,18,2
164,8,2
164,18,2
164,99,2
165,18,2
166,11,2
166,18,2
166,75,2
167,15,2
167,44,2
167,75,2
168,5,2
168,44,2
169,27,2
169,107,2
169,122,2
170,3,2
170,4,2
170,8,2
170,28,2
170,30,2
170,31,2
170,45,2
170,51,2
170,55,2
170,73,2
170,93,2
170,107,2
170,127,2
170,163,2
171,4,2
171,41,2
172,2,2
172,15,2
172,28,2
172,45,2
173,2,2
173,5,2
173,8,2
173,23,2
173,27,2
173,45,2
173,46,2
173,47,2
173,61,2
173,79,2
173,92,2
173,107,2
173,130,2
175,0,2
175,27,2
175,46,2
175,106,2
176,0,2
176,3,2
176,46,2
176,47,2
177,4,2
177,20,2
178,0,2
178,3,2
178,5,2
178,15,2
178,28,2
178,40,2
178,60,2
178,63,2
178,90,2
178,102,2
178,110,2
178,111,2
178,116,2
179,31,2
179,46,2
179,59,2
179,78,2
179,134,2
180,2,2
180,8,2
180,9,2
180,30,2
180,40,2
180,49,2
180,109,2
180,119,2
180,144,2
181,4,2
181,8,2
181,13,2
182,28,2
182,55,2
182,61,2
182,107,2
184,8,2
184,13,2
184,23,2
184,46,2
184,53,2
184,58,2
184,65,2
184,73,2
184,105,2
184,118,2
184,132,2
185,14,2
185,18,2
185,23,2
185,28,2
185,30,2
185,31,2
185,58,2
185,95,2
185,122,2
186,5,2
186,33,2
186,56,2
186,63,2
187,2,2
187,5,2
187,8,2
187,20,2
187,28,2
187,51,2
187,56,2
187,66,2
187,113,2
187,132,2
188,8,2
188,31,2
188,46,2
188,52,2
188,59,2
188,78,2
188,111,2
188,122,2
188,129,2
188,132,2
189,2,2
189,55,2
190,4,2
190,33,2
190,41,2
190,75,2
191,2,2
191,168,2
192,0,2
192,2,2
192,9,2
192,20,2
192,31,2
192,38,2
192,46,2
192,53,2
192,67,2
192,75,2
192,95,2
192,96,2
192,105,2
192,107,2
192,119,2
193,0,2
193,2,2
193,5,2
193,23,2
193,47,2
193,63,2
193,79,2
193,140,2
194,58,2
194,64,2
195,27,2
195,28,2
195,53,2
195,58,2
195,64,2
195,93,2
195,100,2
195,139,2
196,8,2
196,67,2
197,2,2
197,5,2
197,13,2
197,90,2
197,107,2
197,118,2
198,28,2
198,47,2
199,28,2
199,53,2
199,105,2
200,0,2
200,4,2
200,5,2
200,48,2
200,81,2
201,2,2
201,4,2
201,13,2
201,18,2
201,28,2
201,31,2
201,41,2
201,64,2
201,66,2
201,83,2
201,110,2
201,112,2
202,5,2
202,18,2
202,30,2
202,31,2
202,63,2
202,73,2
202,113,2
203,8,2
203,20,2
203,31,2
203,41,2
203,63,2
203,73,2
203,74,2
203,107,2
203,141,2
204,2,2
204,13,2
204,15,2
204,47,2
204,53,2
204,63,2
204,75,2
204,95,2
204,123,2
205,2,2
205,5,2
205,8,2
205,15,2
205,24,2
205,30,2
205,40,2
205,41,2
205,50,2
205,58,2
205,60,2
205,62,2
205,63,2
205,66,2
205,74,2
205,79,2
205,97,2
205,107,2
205,111,2
205,118,2
205,158,2
206,0,2
206,3,2
206,12,2
206,15,2
206,47,2
206,55,2
206,57,2
206,67,2
206,137,2
207,2,2
207,45,2
208,5,2
208,92,2
208,106,2
209,19,2
209,33,2
209,45,2
209,65,2
209,66,2
209,80,2
209,113,2
210,24,2
210,30,2
210,38,2
210,65,2
210,93,2
210,98,2
210,99,2
210,109,2
211,15,2
211,61,2
211,67,2
211,81,2
213,23,2
213,46,2
213,73,2
214,3,2
214,79,2
214,106,2
216,1,2
216,2,2
216,4,2
216,13,2
216,24,2
216,28,2
216,30,2
216,39,2
216,40,2
216,43,2
216,45,2
216,58,2
216,63,2
216,75,2
216,107,2
216,159,2
216,171,2
217,9,2
217,24,2
217,31,2
217,40,2
217,46,2
217,78,2
217,97,2
217,111,2
217,122,2
217,134,2
218,2,2
218,4,2
218,30,2
218,31,2
218,47,2
218,60,2
218,73,2
218,88,2
218,92,2
218,95,2
218,107,2
219,3,2
219,8,2
219,20,2
219,23,2
219,70,2
219,100,2
219,126,2
220,2,2
220,5,2
220,15,2
220,27,2
220,30,2
220,31,2
220,88,2
221,3,2
221,35,2
221,45,2
221,51,2
221,67,2
221,141,2
222,69,2
223,2,2
223,4,2
223,5,2
223,8,2
223,13,2
223,27,2
223,28,2
223,33,2
223,51,2
223,53,2
223,64,2
223,105,2
224,2,2
224,15,2
224,31,2
224,53,2
224,75,2
225,10,2
225,18,2
225,27,2
225,53,2
225,70,2
225,75,2
225,88,2
225,107,2
225,141,2
226,2,2
226,15,2
226,47,2
226,60,2
226,90,2
226,140,2
227,15,2
227,45,2
227,73,2
228,53,2
228,58,2
229,18,2
229,30,2
229,45,2
229,53,2
229,64,2
230,8,2
230,28,2
230,117,2
231,2,2
231,50,2
231,74,2
231,75,2
231,86,2
231,107,2
231,117,2
231,137,2
232,30,2
233,27,2
233,74,2
234,74,2
235,2,2
235,16,2
235,75,2
235,105,2
236,3,2
236,5,2
236,67,2
236,90,2
237,5,2
237,67,2
237,90,2
237,107,2
238,0,2
238,2,2
238,8,2
239,10,2
239,19,2
239,41,2
239,47,2
240,27,2
240,56,2
240,58,2
240,75,2
240,122,2
240,144,2
241,2,2
241,51,2
241,75,2
241,103,2
242,51,2
242,75,2
243,75,2
244,75,2
245,5,2
245,27,2
245,75,2
246,15,2
246,141,2
247,15,2
247,60,2
247,63,2
248,5,2
248,28,2
248,45,2
248,106,2
248,135,2
249,20,2
249,40,2
249,46,2
249,122,2
250,58,2
250,171,2
251,2,2
251,31,2
251,46,2
251,60,2
252,70,2
253,70,2
253,91,2
254,0,2
254,8,2
254,23,2
254,28,2
254,33,2
254,41,2
254,46,2
254,58,2
254,64,2
254,67,2
254,89,2
254,134,2
255,4,2
255,8,2
255,23,2
255,27,2
255,28,2
255,31,2
255,58,2
256,30,2
256,51,2
257,99,2
259,5,2
259,91,2
259,152,2
260,5,2
260,28,2
260,31,2
260,45,2
260,63,2
260,93,2
260,118,2
261,41,2
261,51,2
261,55,2
261,67,2
262,2,2
262,41,2
262,53,2
263,53,2
263,107,2
264,2,2
264,41,2
265,2,2
265,41,2
266,64,2
266,115,2
267,2,2
267,168,2
268,2,2
268,168,2
269,31,2
269,46,2
270,8,2
270,36,2
270,41,2
270,84,2
270,90,2
270,157,2
271,24,2
272,2,2
272,24,2
272,41,2
272,60,2
273,2,2
273,4,2
273,15,2
273,105,2
274,2,2
274,4,2
275,0,2
275,2,2
275,66,2
275,79,2
275,86,2
275,107,2
276,85,2
277,85,2
278,85,2
279,85,2
280,2,2
280,5,2
280,63,2
280,67,2
280,85,2
280,111,2
281,23,2
281,58,2
281,73,2
281,95,2
281,107,2
281,146,2
282,24,2
282,31,2
282,46,2
282,60,2
282,111,2
282,122,2
282,132,2
283,4,2
283,8,2
283,20,2
283,41,2
283,59,2
283,80,2
283,155,2
283,168,2
284,74,2
284,90,2
285,74,2
285,90,2
286,4,2
286,8,2
286,11,2
286,27,2
286,46,2
286,60,2
286,78,2
286,81,2
286,100,2
286,105,2
286,107,2
286,156,2
286,168,2
287,20,2
287,58,2
287,79,2
288,18,2
288,20,2
288,30,2
288,46,2
288,149,2
289,31,2
289,46,2
289,161,2
290,30,2
290,45,2
290,64,2
290,87,2
291,5,2
291,30,2
291,45,2
292,20,2
293,20,2
293,27,2
293,50,2
293,59,2
293,64,2
293,163,2
294,5,2
294,18,2
296,23,2
296,27,2
296,28,2
296,74,2
296,90,2
297,2,2
297,5,2
297,8,2
298,5,2
298,15,2
298,53,2
298,171,2
299,3,2
299,15,2
299,69,2
300,3,2
301,2,2
301,28,2
302,4,2
302,13,2
302,28,2
303,97,2
304,69,2
304,111,2
305,123,2
306,99,2
306,171,2
307,5,2
307,8,2
307,30,2
307,41,2
307,50,2
307,126,2
309,28,2
310,101,2
311,1,2
311,5,2
311,41,2
311,53,2
312,2,2
312,171,2
313,74,2
314,18,2
314,45,2
314,99,2
315,64,2
315,144,2
316,63,2
316,64,2
319,45,2
319,56,2
320,5,2
320,45,2
321,41,2
321,100,2
322,64,2
322,108,2
322,134,2
325,55,2
325,79,2
325,109,2
326,5,2
326,11,2
326,19,2
326,79,2
327,40,2
327,43,2
327,159,2
331,41,2
331,60,2
332,60,2
333,41,2
334,2,2
334,36,2
334,41,2
334,115,2
335,41,2
336,5,2
336,15,2
336,27,2
336,31,2
336,46,2
336,61,2
336,132,2
336,149,2
337,114,2
338,4,2
338,45,2
338,50,2
340,2,2
340,5,2
340,47,2
340,127,2
341,28,2
342,28,2
342,51,2
344,5,2
345,2,2
346,14,2
347,116,2
348,117,2
349,31,2
350,4,2
351,90,2
352,80,2
353,53,2
353,80,2
354,5,2
354,8,2
354,13,2
354,30,2
354,48,2
355,107,2
355,120,2
356,15,2
356,168,2
357,27,2
358,15,2
358,27,2
358,147,2
359,31,2
361,3,2
361,13,2
361,18,2
361,43,2
361,90,2
361,96,2
362,8,2
363,8,2
365,2,2
365,28,2
365,90,2
367,124,2
368,2,2
370,101,2
370,126,2
371,20,2
371,127,2
371,154,2
371,168,2
373,28,2
373,82,2
373,90,2
373,107,2
373,136,2
373,137,2
374,28,2
375,58,2
378,31,2
379,100,2
380,143,2
381,100,2
382,145,2
383,107,2
384,28,2
385,23,2
386,23,2
386,43,2
387,5,2
387,74,2
390,46,2
391,67,2
393,20,2
394,20,2
395,20,2
396,20,2
397,15,2
398,15,2
399,15,2
399,58,2
400,58,2
401,58,2
402,27,2
402,51,2
403,27,2
404,27,2
405,27,2
406,18,2
407,18,2
407,43,2
408,43,2
409,43,2
410,10,2
410,18,2
0,0,3
0,2,3
0,3,3
0,4,3
0,5,3
0,7,3
0,8,3
0,11,3
0,12,3
0,15,3
0,18,3
0,27,3
0,33,3
0,36,3
0,45,3
0,47,3
0,48,3
0,50,3
0,52,3
0,54,3
0,72,3
0,76,3
0,79,3
0,93,3
0,105,3
0,107,3
0,111,3
0,136,3
0,137,3
0,159,3
0,174,3
0,189,3
0,224,3
0,227,3
0,228,3
1,0,3
1,2,3
1,3,3
1,4,3
1,5,3
1,7,3
1,8,3
1,13,3
1,15,3
1,23,3
1,27,3
1,35,3
1,40,3
1,41,3
1,45,3
1,46,3
1,47,3
1,61,3
1,64,3
1,65,3
1,66,3
1,79,3
1,93,3
1,96,3
1,107,3
1,124,3
1,137,3
1,139,3
1,144,3
1,148,3
1,238,3
2,1,3
2,2,3
2,3,3
2,4,3
2,5,3
2,8,3
2,13,3
2,15,3
2,18,3
2,23,3
2,27,3
2,30,3
2,31,3
2,35,3
2,36,3
2,42,3
2,45,3
2,46,3
2,56,3
2,63,3
2,64,3
2,76,3
2,78,3
2,88,3
2,89,3
2,93,3
2,105,3
2,128,3
2,139,3
2,159,3
2,160,3
2,174,3
2,176,3
2,182,3
2,200,3
2,231,3
2,238,3
3,1,3
3,2,3
3,4,3
3,5,3
3,8,3
3,10,3
3,11,3
3,13,3
3,15,3
3,16,3
3,18,3
3,23,3
3,24,3
3,25,3
3,27,3
3,28,3
3,30,3
3,31,3
3,35,3
3,40,3
3,42,3
3,45,3
3,48,3
3,51,3
3,54,3
3,58,3
3,63,3
3,64,3
3,66,3
3,76,3
3,88,3
3,89,3
3,93,3
3,96,3
3,105,3
3,107,3
3,109,3
3,137,3
3,139,3
3,174,3
3,176,3
3,182,3
3,194,3
3,195,3
3,201,3
4,0,3
4,2,3
4,3,3
4,4,3
4,5,3
4,8,3
4,15,3
4,23,3
4,27,3
4,28,3
4,30,3
4,33,3
4,34,3
4,35,3
4,37,3
4,45,3
4,56,3
4,60,3
4,63,3
4,64,3
4,70,3
4,93,3
4,105,3
4,110,3
4,112,3
4,113,3
4,131,3
4,144,3
4,159,3
4,160,3
4,177,3
4,181,3
4,186,3
4,201,3
4,206,3
4,238,3
4,239,3
5,2,3
5,4,3
5,5,3
5,8,3
5,12,3
5,15,3
5,21,3
5,23,3
5,27,3
5,30,3
5,33,3
5,35,3
5,45,3
5,51,3
5,54,3
5,61,3
5,64,3
5,65,3
5,77,3
5,81,3
5,82,3
5,93,3
5,96,3
5,105,3
5,106,3
5,107,3
5,123,3
5,146,3
5,156,3
5,159,3
5,165,3
6,2,3
6,4,3
6,5,3
6,8,3
6,12,3
6,30,3
6,33,3
6,35,3
6,45,3
6,48,3
6,82,3
6,88,3
6,96,3
6,103,3
6,105,3
6,118,3
6,139,3
6,156,3
6,165,3
6,170,3
7,1,3
7,2,3
7,4,3
7,8,3
7,16,3
7,23,3
7,35,3
7,48,3
7,76,3
7,82,3
7,93,3
7,105,3
7,147,3
7,174,3
7,189,3
8,2,3
8,3,3
8,8,3
8,13,3
8,15,3
8,27,3
8,35,3
8,41,3
8,42,3
8,45,3
8,76,3
8,89,3
8,101,3
8,105,3
8,110,3
8,131,3
8,150,3
9,2,3
9,3,3
9,8,3
9,13,3
9,27,3
9,35,3
9,42,3
9,45,3
9,64,3
9,76,3
9,89,3
9,101,3
9,105,3
9,110,3
9,131,3
9,150,3
10,2,3
10,4,3
10,8,3
10,23,3
10,30,3
10,35,3
10,42,3
10,45,3
10,64,3
10,70,3
10,90,3
10,107,3
10,147,3
10,174,3
11,1,3
11,2,3
11,5,3
11,6,3
11,8,3
11,18,3
11,23,3
11,27,3
11,30,3
11,33,3
11,39,3
11,45,3
11,46,3
11,48,3
11,53,3
11,63,3
11,64,3
11,67,3
11,80,3
11,83,3
11,84,3
11,85,3
11,96,3
11,105,3
11,118,3
11,123,3
11,146,3
11,167,3
11,178,3
11,214,3
11,216,3
12,0,3
12,1,3
12,2,3
12,3,3
12,4,3
12,5,3
12,8,3
12,12,3
12,13,3
12,15,3
12,19,3
12,23,3
12,27,3
12,28,3
12,30,3
12,33,3
12,35,3
12,36,3
12,37,3
12,41,3
12,42,3
12,45,3
12,46,3
12,47,3
12,48,3
12,51,3
12,60,3
12,64,3
12,65,3
12,67,3
12,90,3
12,96,3
12,105,3
12,107,3
12,113,3
12,115,3
12,148,3
12,153,3
12,157,3
12,159,3
12,174,3
12,186,3
12,188,3
12,192,3
12,226,3
13,2,3
13,4,3
13,5,3
13,8,3
13,27,3
13,39,3
13,45,3
13,83,3
13,89,3
13,124,3
13,159,3
14,2,3
14,4,3
14,5,3
14,8,3
14,27,3
14,83,3
14,89,3
14,124,3
14,159,3
15,2,3
15,4,3
15,5,3
15,8,3
15,27,3
15,39,3
15,83,3
15,89,3
15,124,3
15,159,3
16,2,3
16,4,3
16,8,3
16,17,3
16,27,3
16,30,3
16,40,3
16,45,3
16,54,3
16,67,3
16,76,3
16,89,3
16,113,3
16,159,3
17,2,3
17,4,3
17,5,3
17,8,3
17,17,3
17,23,3
17,27,3
17,35,3
17,45,3
17,76,3
17,89,3
17,96,3
17,159,3
17,223,3
18,2,3
18,4,3
18,8,3
18,13,3
18,17,3
18,18,3
18,27,3
18,28,3
18,30,3
18,53,3
18,56,3
18,76,3
18,89,3
18,159,3
18,170,3
19,2,3
19,4,3
19,8,3
19,17,3
19,27,3
19,47,3
19,56,3
19,76,3
19,89,3
19,159,3
20,2,3
20,4,3
20,8,3
20,13,3
20,27,3
20,39,3
20,89,3
20,157,3
20,159,3
21,2,3
21,4,3
21,8,3
21,13,3
21,27,3
21,39,3
21,89,3
21,159,3
22,2,3
22,4,3
22,8,3
22,17,3
22,23,3
22,27,3
22,35,3
22,76,3
22,89,3
22,96,3
22,159,3
23,2,3
23,4,3
23,8,3
23,13,3
23,17,3
23,27,3
23,30,3
23,60,3
23,76,3
23,82,3
23,89,3
23,159,3
24,0,3
24,3,3
24,8,3
24,15,3
24,42,3
24,85,3
24,169,3
25,0,3
25,4,3
25,8,3
25,64,3
25,85,3
26,0,3
26,4,3
26,8,3
26,64,3
26,85,3
27,8,3
27,35,3
27,64,3
27,105,3
28,0,3
28,1,3
28,2,3
28,3,3
28,4,3
28,5,3
28,8,3
28,11,3
28,12,3
28,13,3
28,15,3
28,18,3
28,22,3
28,23,3
28,24,3
28,27,3
28,28,3
28,30,3
28,31,3
28,35,3
28,36,3
28,40,3
28,41,3
28,45,3
28,46,3
28,47,3
28,51,3
28,58,3
28,64,3
28,66,3
28,71,3
28,72,3
28,74,3
28,79,3
28,82,3
28,83,3
28,85,3
28,88,3
28,93,3
28,105,3
28,107,3
28,111,3
28,112,3
28,118,3
28,123,3
28,134,3
28,145,3
28,150,3
28,159,3
28,162,3
28,168,3
28,170,3
28,189,3
28,190,3
28,198,3
28,199,3
28,204,3
28,207,3
28,220,3
28,222,3
28,228,3
29,0,3
29,2,3
29,8,3
29,27,3
29,35,3
29,45,3
29,50,3
29,51,3
29,54,3
29,60,3
29,64,3
29,82,3
29,96,3
29,154,3
29,193,3
29,236,3
30,0,3
30,2,3
30,3,3
30,5,3
30,8,3
30,13,3
30,30,3
30,45,3
30,47,3
30,53,3
30,54,3
30,64,3
30,93,3
30,105,3
30,186,3
30,193,3
30,199,3
30,224,3
30,227,3
31,0,3
31,2,3
31,5,3
31,8,3
31,13,3
31,30,3
31,45,3
31,47,3
31,54,3
31,64,3
31,105,3
31,193,3
31,199,3
31,224,3
31,227,3
32,2,3
32,3,3
32,4,3
32,8,3
32,15,3
32,17,3
32,27,3
32,30,3
32,47,3
32,64,3
32,79,3
32,99,3
32,105,3
32,107,3
32,159,3
33,5,3
33,8,3
33,47,3
34,4,3
34,8,3
34,10,3
34,16,3
34,34,3
34,42,3
34,45,3
34,59,3
34,76,3
34,82,3
34,156,3
34,159,3
34,161,3
34,199,3
35,4,3
35,8,3
35,10,3
35,16,3
35,34,3
35,42,3
35,45,3
35,59,3
35,76,3
35,82,3
35,156,3
35,159,3
35,161,3
35,199,3
36,2,3
36,4,3
36,8,3
36,15,3
36,23,3
36,35,3
36,105,3
36,137,3
36,159,3
37,0,3
37,2,3
37,5,3
37,8,3
37,13,3
37,33,3
37,35,3
37,46,3
37,64,3
37,79,3
37,101,3
37,107,3
37,137,3
37,139,3
38,3,3
38,4,3
38,5,3
38,8,3
38,10,3
38,16,3
38,18,3
38,23,3
38,28,3
38,35,3
38,41,3
38,65,3
38,86,3
38,103,3
38,105,3
38,238,3
39,5,3
39,13,3
39,34,3
39,40,3
39,42,3
39,45,3
39,59,3
39,76,3
39,85,3
39,88,3
39,105,3
39,161,3
40,5,3
40,13,3
40,34,3
40,40,3
40,42,3
40,45,3
40,59,3
40,85,3
40,88,3
40,105,3
40,161,3
41,2,3
41,5,3
41,8,3
41,10,3
41,11,3
41,13,3
41,18,3
41,26,3
41,27,3
41,30,3
41,35,3
41,45,3
41,47,3
41,48,3
41,63,3
41,64,3
41,65,3
41,70,3
41,107,3
41,159,3
41,167,3
41,214,3
42,2,3
42,5,3
42,8,3
42,11,3
42,27,3
42,30,3
42,71,3
42,118,3
43,2,3
43,8,3
43,11,3
43,13,3
43,23,3
43,30,3
43,35,3
43,45,3
43,47,3
43,64,3
43,65,3
43,93,3
43,105,3
43,107,3
43,146,3
44,0,3
44,2,3
44,3,3
44,4,3
44,5,3
44,8,3
44,10,3
44,12,3
44,15,3
44,23,3
44,24,3
44,27,3
44,29,3
44,30,3
44,34,3
44,36,3
44,37,3
44,45,3
44,46,3
44,47,3
44,73,3
44,74,3
44,77,3
44,82,3
44,86,3
44,88,3
44,101,3
44,105,3
44,107,3
44,137,3
